0.0,0.0,0.0,0.0,0.0,0.0
1.0,60.0,0.0,0.0,0.0,0.0
1.9047619047619049,114.28571428571429,0.0,0.0,0.0,0.0
2.0,120.0,5.714285714285708,9.523809523809512e-05,1.9861764806747743e-07,1.9861764806747743e-05
3.0,180.0,65.71428571428571,0.0010952380952380949,1.1637175094074453e-05,0.0011637175094074454
4.0,240.0,125.71428571428571,0.002095238095238095,3.4307491908821485e-05,0.0034307491908821485
5.0,300.0,185.71428571428572,0.003095238095238095,6.573905192942769e-05,0.006573905192942769
6.0,360.0,245.71428571428572,0.0040952380952380945,0.00010482509407915472,0.010482509407915471
7.0,420.0,305.7142857142857,0.0050952380952380945,0.00015087159149169857,0.015087159149169856
8.0,480.0,365.7142857142857,0.0060952380952380945,0.00020338447162109732,0.02033844716210973
9.0,540.0,425.7142857142857,0.0070952380952380946,0.0002619861238701239,0.026198612387012394
10.0,600.0,485.7142857142857,0.008095238095238095,0.0003263743684169492,0.03263743684169492
11.0,660.0,545.7142857142857,0.009095238095238094,0.00039629943593459053,0.039629943593459054
12.0,720.0,605.7142857142857,0.010095238095238093,0.0004715498492227605,0.04715498492227605
13.0,780.0,665.7142857142857,0.011095238095238092,0.0005519431872864793,0.05519431872864793
14.0,840.0,725.7142857142857,0.012095238095238093,0.0006373197392917264,0.06373197392917264
15.0,900.0,785.7142857142857,0.013095238095238092,0.0007275379720194708,0.07275379720194708
16.0,960.0,845.7142857142857,0.014095238095238093,0.0008224711894445653,0.08224711894445652
17.0,1020.0,905.7142857142857,0.015095238095238092,0.0009220050061913489,0.09220050061913489
18.0,1080.0,965.7142857142857,0.016095238095238093,0.00102603539439158,0.102603539439158
19.0,1140.0,1025.7142857142858,0.017095238095238094,0.0011344671454112227,0.11344671454112226
20.0,1200.0,1085.7142857142858,0.018095238095238095,0.001247212638663549,0.1247212638663549
21.0,1260.0,1145.7142857142858,0.019095238095238092,0.001364190842263459,0.1364190842263459
22.0,1320.0,1205.7142857142858,0.020095238095238093,0.0014853264917691104,0.14853264917691103
23.0,1380.0,1265.7142857142858,0.021095238095238094,0.0016105494078255348,0.16105494078255347
24.0,1440.0,1325.7142857142858,0.02209523809523809,0.001739793923629192,0.17397939236291918
25.0,1500.0,1385.7142857142858,0.023095238095238092,0.0018729984002839766,0.18729984002839767
26.0,1560.0,1445.7142857142858,0.024095238095238093,0.0020101048132734963,0.20101048132734964
27.0,1620.0,1505.7142857142858,0.025095238095238094,0.002151058397050307,0.21510583970503072
28.0,1680.0,1565.7142857142858,0.02609523809523809,0.002295807337549927,0.22958073375499272
29.0,1740.0,1625.7142857142858,0.027095238095238092,0.0024443025045525098,0.24443025045525096
30.0,1800.0,1685.7142857142858,0.028095238095238093,0.002596497217428274,0.2596497217428274
31.0,1860.0,1745.7142857142858,0.02909523809523809,0.002752347039047115,0.2752347039047115
32.0,1920.0,1805.7142857142858,0.03009523809523809,0.0029118095936024953,0.2911809593602495
33.0,1980.0,1865.7142857142858,0.031095238095238092,0.0030748444048626475,0.3074844404862648
34.0,2040.0,1925.7142857142858,0.03209523809523809,0.003241412751967661,0.32414127519676605
34.543040650127814,2072.5824390076687,1958.2967247219544,0.0326382787453659,0.003333333333333334,0.33333333333333337
35.0,2100.0,1985.7142857142858,0.0326382787453659,0.003333333333333334,0.33333333333333337
36.0,2160.0,2045.7142857142858,0.0326382787453659,0.003333333333333334,0.33333333333333337
37.0,2220.0,2105.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
38.0,2280.0,2165.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
39.0,2340.0,2225.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
40.0,2400.0,2285.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
41.0,2460.0,2345.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
42.0,2520.0,2405.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
43.0,2580.0,2465.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
44.0,2640.0,2525.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
45.0,2700.0,2585.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
46.0,2760.0,2645.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
47.0,2820.0,2705.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
48.0,2880.0,2765.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
49.0,2940.0,2825.714285714286,0.0326382787453659,0.003333333333333334,0.33333333333333337
